customer;state;customer lifetime value;gender;income;monthly premium auto;policy type;total claim amount;vehicle class
MY43761;California;1073768.43;M;50607;137;Personal Auto;657.6;SUV
ZU74482;Oregon;750745.54;M;60920;64;Personal Auto;231.201886;Two-Door Car
YU86594;Oregon;533303.81;M;55674;66;Personal Auto;81.710575;Four-Door Car
GD83998;Washington;265933.8;M;24495;70;Personal Auto;336;Four-Door Car
IL83479;Oregon;348363.04;F;42983;86;Personal Auto;412.8;Four-Door Car
EF87528;Arizona;463654.65;M;26802;66;Special Auto;316.8;Two-Door Car
JZ81608;Oregon;697871.98;M;53808;88;Personal Auto;189.835063;Four-Door Car
EO40136;Arizona;291224.84;F;93403;73;Personal Auto;295.224598;Four-Door Car
ZR40902;Oregon;420927.93;F;26435;111;Corporate Auto;1012.249308;Four-Door Car
FX57380;California;521751.33;F;39854;66;Personal Auto;261.930545;Two-Door Car
BC97773;Nevada;286454.4;F;91368;71;Personal Auto;395.328407;Four-Door Car
KY29506;California;2039596.88;F;92850;104;Personal Auto;499.2;Four-Door Car
HC20975;Arizona;1672777.19;M;30915;72;Personal Auto;345.6;Four-Door Car
IF87079;Arizona;580112.83;F;48927;72;Personal Auto;139.354893;Four-Door Car
SB44003;Arizona;1048491.54;F;61108;89;Personal Auto;49.451117;Four-Door Car
MK15785;Nevada;438731.09;M;48015;110;Corporate Auto;528;Sports Car
HJ58678;Nevada;541815.21;F;57587;68;Personal Auto;257.090387;Four-Door Car
IA52178;Arizona;1578529.69;F;81119;196;Corporate Auto;940.8;SUV
WC42895;California;2211039.8;F;65724;70;Personal Auto;14.518312;Four-Door Car
JP41935;Washington;1359619.97;M;20128;70;Personal Auto;336;Four-Door Car
YM77369;Oregon;475612.62;M;56146;119;Corporate Auto;401.785805;Four-Door Car
WV15213;California;244705.31;M;84658;62;Personal Auto;44.780402;Four-Door Car
GX37592;Nevada;567592.33;F;33257;72;Personal Auto;345.6;Four-Door Car
YJ59924;Oregon;730843.39;M;31115;92;Personal Auto;441.6;Four-Door Car
OO35641;Oregon;3287174.78;F;78487;117;Personal Auto;448.255019;SUV
EU54076;Oregon;522892.01;M;92472;65;Corporate Auto;240.221415;Four-Door Car
PQ27923;Washington;633303.08;M;71737;79;Personal Auto;338.79562;Two-Door Car
ES16126;California;433038.6;M;60475;107;Personal Auto;513.6;Four-Door Car
PG42834;Arizona;629273.54;F;26577;79;Personal Auto;73.719521;Four-Door Car
JI97190;California;516581;M;43461;64;Personal Auto;307.2;Two-Door Car
MU88116;Oregon;458267.42;F;69085;113;Corporate Auto;472.271907;Sports Car
UF77079;Arizona;1526581.49;F;58361;95;Personal Auto;43.599861;Four-Door Car
TD20252;Arizona;531780.72;M;74092;67;Personal Auto;321.6;Four-Door Car
TO34442;Washington;553286.33;M;59768;71;Personal Auto;340.8;Four-Door Car
MP96373;Washington;571978.57;M;54585;7575;Personal Auto;340.8;Two-Door Car
OY92520;California;726480.39;F;12075;94;Personal Auto;451.2;Four-Door Car
UY95530;California;865886.38;M;62464;109;Personal Auto;400.181882;Sports Car
FB84235;Oregon;549894.07;M;22520;73;Personal Auto;350.4;Four-Door Car
MJ14480;Arizona;559938.29;F;35012;72;Personal Auto;345.6;Four-Door Car
KW81128;Arizona;1522819.87;F;95140;126;Personal Auto;45.049185;Sports Car
DQ98402;Nevada;364483.36;F;82477;90;Corporate Auto;432;Two-Door Car
WN53966;California;369344.08;M;85871;92;Personal Auto;112.633539;Four-Door Car
QK69627;Washington;938816.29;F;75264;78;Personal Auto;343.340301;Four-Door Car
QC55306;Washington;3116269.33;M;83170;97;Personal Auto;344.118069;Four-Door Car
WV79842;California;928373.78;M;24314;235;Personal Auto;1128;Luxury SUV
DF40318;Oregon;255122.67;M;79751;63;Corporate Auto;392.235698;Two-Door Car
TN90661;Nevada;581191.81;M;83318;72;Corporate Auto;345.6;Four-Door Car
ZU88029;Oregon;406467.06;F;26161;109;Personal Auto;594.444586;Sports Car
TQ88221;California;284144.31;F;30473;72;Corporate Auto;450.080101;Four-Door Car
KH34667;Nevada;683213.39;M;50472;87;Corporate Auto;281.163705;Four-Door Car
HW54198;Nevada;520197.14;M;94186;64;Personal Auto;135.340489;Four-Door Car
GZ79662;Arizona;548458.82;M;47611;69;Corporate Auto;593.654484;Four-Door Car
ZW18871;Oregon;827248.54;M;91245;69;Corporate Auto;19.251693;Four-Door Car
QZ17137;Arizona;333067.28;F;45944;83;Personal Auto;182.948495;Two-Door Car
UV53712;California;556245.64;F;59649;69;Personal Auto;167.738267;Four-Door Car
SJ43436;Oregon;245273.86;F;52785;61;Corporate Auto;45.721456;Two-Door Car
VW46878;Oregon;792028.29;F;59648;66;Personal Auto;316.8;Four-Door Car
TW91179;Oregon;386148.63;F;93272;95;Corporate Auto;281.110788;Four-Door Car
LG19551;Arizona;576478.42;M;22134;72;Corporate Auto;445.879224;Four-Door Car
WN14473;Arizona;288235.06;M;87798;71;Personal Auto;204.448708;Two-Door Car
SP85148;California;942962.94;F;43811;117;Personal Auto;571.136574;Sports Car
FF94341;Nevada;766880.96;F;92456;95;Special Auto;456;Four-Door Car
TS42594;California;1377097.62;F;59207;116;Personal Auto;556.8;Four-Door Car
IL43607;California;274284.43;F;64519;69;Corporate Auto;331.2;Four-Door Car
FL85008;Oregon;1346692.07;F;11432;119;Personal Auto;571.2;SUV
SV28347;California;848533;M;32607;111;Corporate Auto;532.8;SUV
IC78105;Arizona;774464.44;F;26444;196;Personal Auto;940.8;Luxury Car
RB28630;Oregon;589490.74;F;39381;74;Personal Auto;355.2;Four-Door Car
QD73891;Oregon;526111.75;M;90217;66;Personal Auto;316.8;Four-Door Car
LM58949;Oregon;240353.95;M;24248;70;Personal Auto;336;Four-Door Car
YG40323;Arizona;912460;M;99368;113;Personal Auto;82.427785;Four-Door Car
EP82214;Arizona;2618080.53;F;68189;82;Special Auto;343.121192;Four-Door Car
EO91797;Nevada;1564125.86;F;32370;130;Corporate Auto;487.736171;SUV
RU50098;Arizona;257402.04;F;34990;65;Personal Auto;42.689135;Four-Door Car
QW10541;California;531983.87;F;25714;67;Personal Auto;321.6;Two-Door Car
SB50826;Oregon;749600.66;M;61091;95;Personal Auto;409.868003;Two-Door Car
XX29952;Arizona;1217458.96;M;88184;104;Personal Auto;240.176533;Four-Door Car
AT93647;California;260557.08;F;60252;65;Personal Auto;182.436205;Four-Door Car
QP56563;Oregon;270720.85;M;80985;67;Personal Auto;124.933587;Four-Door Car
UF88986;Washington;279490.75;F;39783;72;Personal Auto;345.6;Two-Door Car
TY43440;California;881901.89;M;99845;110;Personal Auto;528;SUV
MM45334;Oregon;816951.4;F;40803;71;Personal Auto;122.912377;Four-Door Car
KH93988;Oregon;770888.39;F;71134;98;Personal Auto;196.37368;Two-Door Car
RY38931;Arizona;552821.28;M;36088;72;Personal Auto;345.6;Four-Door Car
CV48634;Nevada;1212844.67;M;29431;103;Personal Auto;237.896227;SUV
TN76120;Washington;552821.28;M;36088;72;Personal Auto;345.6;Four-Door Car
ZS96174;Oregon;679684.48;M;17937;65;Personal Auto;312;Two-Door Car
MI62456;Arizona;286731.22;F;23376;78;Personal Auto;374.4;Four-Door Car
DD44177;California;239557;F;21986;63;Personal Auto;333.696228;Two-Door Car
NX31380;Arizona;709416.77;F;23032;89;Corporate Auto;427.2;Four-Door Car
KQ43374;Oregon;412809.13;F;32114;104;Corporate Auto;445.29049;SUV
XA54112;California;404693.61;M;13330;117;Corporate Auto;561.6;SUV
QB14087;California;486928.28;F;44934;61;Personal Auto;357.926979;Four-Door Car
FV42881;Oregon;290215.19;F;96137;73;Corporate Auto;67.490616;Two-Door Car
AV76907;Oregon;428294.8;F;40864;109;Personal Auto;166.937747;SUV
VM85555;California;775012.03;F;22668;67;Personal Auto;33.718553;Four-Door Car
ZU88113;Oregon;662717.46;M;90751;82;Personal Auto;315.826382;Two-Door Car
SZ75668;Oregon;747460.58;M;44186;64;Personal Auto;295.04969;Four-Door Car
MZ65087;Oregon;556129.14;M;92678;70;Personal Auto;34.689611;Four-Door Car
EL61402;Arizona;609846.21;F;74257;76;Personal Auto;214.586742;Four-Door Car
CJ31839;California;285952.89;M;99981;71;Special Auto;204.872273;Four-Door Car
LF41085;Arizona;563524.95;F;19591;74;Personal Auto;95.925021;Two-Door Car
MB19556;California;506720.83;F;29095;127;Personal Auto;664.280864;SUV
SB66770;Arizona;1443567.37;M;60880;119;Corporate Auto;109.906628;Two-Door Car
JI25066;AZ;492839.71;F;61785;61;Personal Auto;271.10697;Two-Door Car
PY98958;Oregon;1203662.05;M;44428;104;Special Auto;499.2;SUV
RA65645;California;856476.82;M;95697;107;Personal Auto;178.006524;Sports Car
FQ79356;California;236188.39;F;18064;63;Personal Auto;182.964184;Four-Door Car
TM25808;California;556569.33;M;74720;70;Personal Auto;200.812425;Two-Door Car
XO46388;California;514680.98;F;22594;67;Personal Auto;321.6;Four-Door Car
LB81265;AZ;293808.03;F;40987;73;Personal Auto;329.013275;Four-Door Car
JR38787;Nevada;1443274.64;M;24561;126;Personal Auto;853.473552;SUV
KZ22690;California;1302741.98;F;76456;83;Personal Auto;42.693918;Four-Door Car
NY49598;California;245198.88;M;65828;62;Personal Auto;297.6;Four-Door Car
YU35386;AZ;560001.02;F;63621;70;Personal Auto;444.620265;Four-Door Car
TF82172;AZ;401613.28;M;10074;107;Corporate Auto;108.995934;SUV
ER40041;Oregon;2219580.3;F;78965;183;Personal Auto;145.587985;Luxury Car
PV77906;AZ;480451.43;M;23604;64;Corporate Auto;460.8;Two-Door Car
QF21045;Oregon;273553.89;F;99205;68;Personal Auto;323.246017;Two-Door Car
ZR88383;Nevada;538089.86;F;55350;67;Personal Auto;321.6;Four-Door Car
OT49339;Oregon;843281.57;M;21052;111;Corporate Auto;453.578343;SUV
JW15301;AZ;778743.17;M;24664;69;Corporate Auto;496.8;Four-Door Car
PY20159;Nevada;478781.29;M;45225;124;Corporate Auto;209.176923;Sports Car
NC42524;California;970764.76;M;30430;86;Special Auto;425.662574;Four-Door Car
ZG19911;California;255222.62;F;35149;64;Personal Auto;120.477298;Two-Door Car
DI89983;California;522342.93;M;16513;71;Personal Auto;340.8;Four-Door Car
IG56214;Nevada;501044.93;M;10892;66;Personal Auto;316.8;Four-Door Car
CA86085;Washington;560831.63;M;67176;72;Personal Auto;345.6;Four-Door Car
UO95739;Oregon;445793.63;M;54704;113;Personal Auto;468.176056;SUV
SB64873;Oregon;820078.73;M;25381;71;Personal Auto;340.8;Four-Door Car
VY64199;Oregon;1021577.92;F;18150;67;Corporate Auto;220.304649;Four-Door Car
IE82679;California;245357.08;M;29735;69;Personal Auto;331.2;Four-Door Car
SL70257;Nevada;587295.88;F;77156;73;Personal Auto;445.817914;Four-Door Car
XJ85947;Oregon;311892.79;F;88782;78;Personal Auto;357.757645;Four-Door Car
EF84269;California;556865.65;F;51489;139;Personal Auto;236.739322;SUV
NY91328;California;902971.47;F;16972;125;Personal Auto;600;SUV
AT49447;California;759182.72;M;99359;95;Personal Auto;233.265397;Two-Door Car
BM70908;AZ;225531.29;M;58289;62;Personal Auto;297.6;Two-Door Car
GM63998;Oregon;3261369.04;F;45173;268;Personal Auto;1286.4;Luxury Car
AR61426;California;944564.95;F;93246;78;Personal Auto;41.628869;Two-Door Car
CB62406;AZ;680359.68;M;43758;171;Corporate Auto;1129.929433;SUV
WH82416;Oregon;976621.71;M;75651;81;Personal Auto;375.11129;Four-Door Car
LM44949;Oregon;568251.53;F;36938;70;Special Auto;244.801119;Four-Door Car
JR59597;California;633294.18;M;50843;82;Personal Auto;393.6;Two-Door Car
ZS22428;California;491657.7;F;21907;62;Personal Auto;2.96438;Four-Door Car
AZ34845;California;479824.09;F;77846;119;Personal Auto;342.471939;Sports Car
XZ34917;Washington;564380.24;M;41043;72;Personal Auto;345.6;Four-Door Car
QU20310;AZ;924746.44;F;97030;76;Corporate Auto;416.637499;Four-Door Car
NQ42020;Oregon;732292.89;M;80864;182;Personal Auto;618.210272;Luxury SUV
ZF40143;Nevada;827590.01;F;48197;106;Personal Auto;508.8;Four-Door Car
GU65780;California;563540.37;M;70837;73;Personal Auto;362.743231;Four-Door Car
KY32675;AZ;1497028.51;M;85297;93;Special Auto;620.011594;Two-Door Car
ZX35838;Oregon;933633.69;F;70177;115;Personal Auto;225.517666;Four-Door Car
LU42720;Nevada;4835696.08;M;52499;138;Personal Auto;1171.537594;SUV
FB25242;Oregon;568691.53;M;63143;71;Corporate Auto;340.8;Four-Door Car
RW51650;Oregon;862283.54;M;97361;73;Personal Auto;350.4;Four-Door Car
XX94684;Nevada;507967.48;M;50052;130;Personal Auto;624;Sports Car
AH99727;AZ;562331.45;F;11612;71;Personal Auto;340.8;Four-Door Car
NZ85858;AZ;527001.36;F;78115;65;Personal Auto;255.454322;Four-Door Car
JU19953;California;862117.22;F;81947;71;Personal Auto;203.993499;Two-Door Car
LC33025;Oregon;791833.49;M;44698;211;Personal Auto;1012.8;Luxury Car
BV86143;California;2103401.82;F;26876;66;Personal Auto;219.209762;Four-Door Car
AY88788;Oregon;1541768.22;F;69841;192;Personal Auto;878.812468;Luxury SUV
OJ33945;Oregon;869263.68;F;97768;72;Personal Auto;151.843731;Two-Door Car
HZ25580;Washington;239619.24;F;39062;61;Corporate Auto;346.991025;Two-Door Car
AR96516;Oregon;591495.18;F;50217;74;Personal Auto;355.2;Two-Door Car
JP69864;Washington;224844.96;F;24910;63;Personal Auto;347.857619;Four-Door Car
MV69686;Oregon;398218.07;F;38500;99;Corporate Auto;423.286512;Four-Door Car
SC95565;Nevada;288777.97;F;62018;71;Personal Auto;293.865315;Two-Door Car
OH83248;California;845853.13;M;57394;106;Personal Auto;316.492058;Four-Door Car
DB28979;California;747831.37;M;23530;65;Corporate Auto;312;Two-Door Car
ZS32263;California;378864.98;F;48887;95;Personal Auto;456;Four-Door Car
IY59173;Oregon;522068.53;F;68867;129;Personal Auto;619.2;SUV
KL17620;California;713029.48;F;12062;63;Corporate Auto;302.4;Four-Door Car
CP28581;AZ;851359.27;M;59230;107;Personal Auto;245.076091;SUV
QR15592;AZ;566013.38;F;59586;72;Personal Auto;91.198362;Four-Door Car
RI85578;Washington;263814.01;F;79699;65;Personal Auto;348.82656;Two-Door Car
TG68823;AZ;531889.66;F;25134;67;Personal Auto;321.6;Four-Door Car
SS54050;California;1600550.51;M;44901;70;Personal Auto;460.806124;Four-Door Car
XI51746;Oregon;882696.15;F;28463;113;Personal Auto;324.317667;SUV
KG85675;Nevada;472686.93;F;13037;124;Personal Auto;839.348464;SUV
KK64803;California;2744347.48;M;82320;99;Personal Auto;475.2;Four-Door Car
RL59810;Oregon;513785.21;F;78460;64;Personal Auto;203.568733;Four-Door Car
WR76339;California;509279.39;M;46922;64;Corporate Auto;403.385123;Two-Door Car
BA40043;California;579982.68;M;60689;74;Corporate Auto;5.746657;Four-Door Car
SV48204;Oregon;1048491.54;F;61108;89;Personal Auto;49.451117;Four-Door Car
RJ79502;AZ;850128;M;98003;107;Personal Auto;449.408637;SUV
LY14355;Washington;293598.83;F;73847;73;Personal Auto;350.4;Two-Door Car
NL32558;AZ;650339.7;F;22081;84;Personal Auto;451.670309;Two-Door Car
CP92616;Nevada;4680522.31;M;83006;235;Personal Auto;1065.049894;Luxury SUV
BP28492;AZ;483471.05;F;38713;66;Corporate Auto;316.8;Four-Door Car
MX28412;Oregon;257532.37;F;28700;68;Personal Auto;326.4;Four-Door Car
DT99586;California;3711165.95;F;61552;115;Personal Auto;12.252847;SUV
IC41932;Nevada;437119.04;M;56718;113;Personal Auto;542.4;SUV
DA35744;Oregon;1679633.6;M;66776;71;Corporate Auto;131.808343;Four-Door Car
GU96042;California;798850.64;M;58268;67;Corporate Auto;228.641342;Two-Door Car
SF32458;California;499147.2;M;12608;66;Personal Auto;214.866605;Four-Door Car
OM85313;California;292193.09;M;63499;73;Personal Auto;278.964095;Four-Door Car
MH81246;Oregon;761319.31;M;36247;96;Corporate Auto;329.522858;Four-Door Car
OH99089;California;582740.97;F;30228;73;Personal Auto;163.345647;Four-Door Car
XE39286;AZ;977873.36;F;99364;121;Personal Auto;580.8;Sports Car
JA93297;California;2265853.65;M;23665;67;Personal Auto;404.817249;Four-Door Car
IC32996;Oregon;487277.44;M;69247;61;Corporate Auto;226.522147;Two-Door Car
LO67195;AZ;744481.46;F;56047;92;Corporate Auto;82.733588;Four-Door Car
PG93638;Oregon;576111.12;M;28919;73;Personal Auto;207.828024;Two-Door Car
CH73843;AZ;762358.07;M;69900;64;Personal Auto;33.97;Two-Door Car
XT93203;California;1096395.72;M;55687;276;Personal Auto;1324.8;Luxury SUV
OR85652;Oregon;742784.51;F;78294;92;Personal Auto;181.148732;Four-Door Car
HP46467;Oregon;495308.64;F;21385;127;Corporate Auto;609.6;SUV
KP54476;California;778048.93;M;87128;97;Personal Auto;495.612777;Two-Door Car
AI47152;Nevada;799277.91;F;35434;66;Personal Auto;297.051768;Four-Door Car
BU15334;California;417068.73;F;29462;107;Corporate Auto;513.6;SUV
GD59796;Nevada;2322823.67;F;53243;102;Personal Auto;489.6;Four-Door Car
OX59701;California;544581.7;M;21006;139;Personal Auto;667.2;SUV
JC38573;Oregon;552821.28;M;36088;72;Corporate Auto;345.6;Four-Door Car
RC11491;Oregon;1039066.65;F;28948;131;Corporate Auto;295.83086;SUV
RZ24101;Nevada;714254.91;F;24417;185;Personal Auto;888;SUV
OB88698;Oregon;546954.3;M;67099;69;Personal Auto;22.995594;Two-Door Car
IK92617;Oregon;1162873.4;F;97830;96;Personal Auto;298.362415;Four-Door Car
BJ65040;AZ;273343.19;F;93558;67;Personal Auto;478.234236;Four-Door Car
WY57101;AZ;401445.31;F;37384;99;Personal Auto;475.2;Four-Door Car
OG77759;AZ;711953.19;M;28227;62;Personal Auto;551.28213;Four-Door Car
HN38084;Nevada;1177279.07;M;51008;74;Corporate Auto;355.2;Two-Door Car
GD11927;California;238179.08;M;78185;61;Personal Auto;292.8;Four-Door Car
KH48996;AZ;1190054.48;F;97205;100;Personal Auto;5.573179;Sports Car
VF32979;Washington;580017.19;F;25472;73;Corporate Auto;350.4;Four-Door Car
LS90887;California;567438.12;F;26225;72;Special Auto;320.777404;Four-Door Car
EN72010;Oregon;727143.4;M;20545;70;Personal Auto;336;Two-Door Car
GJ47896;AZ;266103.34;F;35503;67;Personal Auto;216.173135;Two-Door Car
GD87742;Oregon;1414055.89;F;58988;118;Personal Auto;566.4;Sports Car
EZ48947;Nevada;1311111.32;M;67197;111;Special Auto;147.948783;SUV
OJ50322;Nevada;1576260.35;M;39032;198;Personal Auto;950.4;SUV
QB58745;California;278753.98;M;34927;70;Personal Auto;242.491357;Two-Door Car
IG62421;Nevada;343613.43;M;30817;88;Personal Auto;91.834668;Four-Door Car
SF29724;California;271336.8;F;31535;70;Personal Auto;90.525716;Four-Door Car
WM95454;California;286731.22;F;23376;78;Personal Auto;374.4;Four-Door Car
CB96381;California;1459024.58;F;46244;62;Corporate Auto;255.285875;Four-Door Car
MJ60422;AZ;665247.45;M;34886;84;Personal Auto;403.2;Two-Door Car
CM55703;Washington;289691.88;F;33746;74;Personal Auto;355.2;Two-Door Car
ZE76673;Oregon;1097206.78;M;24164;137;Personal Auto;657.6;Sports Car
TO60700;Washington;na;F;25859;74;Special Auto;355.2;Four-Door Car
ZM28138;AZ;722712.04;F;40153;61;Personal Auto;340.07498;Four-Door Car
KC32511;Oregon;518162.09;F;97131;64;Personal Auto;307.2;Four-Door Car
NE10467;AZ;428106.22;F;23712;106;Corporate Auto;508.8;SUV
RL74454;Nevada;514711.02;F;33171;65;Personal Auto;236.643695;Four-Door Car
EV53200;Nevada;2150433.88;M;60228;112;Personal Auto;286.102971;SUV
AJ89107;AZ;734932.85;M;27072;93;Personal Auto;565.336931;Four-Door Car
WS25565;California;850985.09;M;26057;74;Personal Auto;523.888845;Four-Door Car
ZY33234;Nevada;429718.91;F;66331;107;Personal Auto;513.6;Two-Door Car
PS69748;Washington;871704.98;M;83846;74;Personal Auto;355.2;Four-Door Car
HL33607;Washington;871704.98;M;83846;74;Personal Auto;355.2;Four-Door Car
DG90902;California;1747664.14;F;45106;73;Personal Auto;350.4;Four-Door Car
SW96063;AZ;1047989.97;F;78435;130;Personal Auto;553.61131;SUV
KR50062;Oregon;275445.68;M;79507;70;Personal Auto;442.199439;Two-Door Car
CU19735;Arizona;804120.06;M;44986;101;Corporate Auto;624.023564;SUV
ST52914;Arizona;604291.19;M;25899;79;Personal Auto;568.8;Two-Door Car
WQ68301;Oregon;282743.89;M;13610;74;Personal Auto;355.2;Four-Door Car
UR36912;California;279680.22;M;77362;70;Personal Auto;386.599797;Two-Door Car
SK46419;California;407284.94;M;96443;102;Personal Auto;489.6;SUV
ER65086;Nevada;613166.32;M;90778;76;Personal Auto;62.291009;Four-Door Car
VL80291;Nevada;320966.3;F;78494;79;Personal Auto;122.305677;Two-Door Car
WL45773;California;280860.6;F;83497;69;Special Auto;196.523187;Four-Door Car
TT36693;Nevada;436293.12;M;58842;110;Personal Auto;528;Four-Door Car
PT12544;Arizona;688046.89;M;63935;87;Personal Auto;221.61885;Four-Door Car
OM63414;Arizona;507165.15;F;62258;65;Personal Auto;117.450428;Two-Door Car
FP93662;California;1580653.4;F;58516;98;Corporate Auto;470.4;Two-Door Car
SA40041;Washington;574988.38;F;22814;73;Personal Auto;360.773462;Four-Door Car
EW82164;California;416741.96;F;56901;104;Personal Auto;499.2;SUV
CA96230;California;918951.83;M;99443;117;Personal Auto;228.049424;SUV
KM79894;Arizona;309517.54;M;88246;77;Corporate Auto;428.608683;Four-Door Car
KR25511;Washington;600521.48;M;26876;76;Corporate Auto;364.8;Four-Door Car
DZ45471;Nevada;758211.38;M;64801;64;Personal Auto;268.471802;Four-Door Car
DE18949;Oregon;1634460.81;F;57029;68;Corporate Auto;135.788525;Two-Door Car
BN74268;Arizona;1176315.25;F;28045;99;Personal Auto;475.2;Four-Door Car
